NAME	DESCRIPTION	A54933	A54934	A54935	A54936	A54937	A54938
SNORD87	na	1.9717	2.8426	2.2629	2.6962	1.4528	3.1859
RNU6-1007P	na	0.3973	0.4462	0.8512	0.5412	0.6671	0.258
ZBED6	na	11.9631	13.7423	14.2204	13.3391	13.9933	12.6317
ITGB2	na	93.7741	92.4655	97.0791	143.8485	140.892	159.3534
HDDC2	na	6.6612	7.5406	7.0091	6.5225	6.2399	6.0561
TPD52L1	na	0.1061	0.1377	0.2077	0.1396	0	0.0702
TRAPPC10	na	13.1715	13.6092	14.9525	12.0177	12.7004	12.2157
RAB5B	na	16.8896	17.5267	18.6493	21.1025	23.9122	21.9237
DNMT3L	na	3.7426	3.7701	2.9353	3.4065	2.7168	3.2919
MMP11	na	0.2132	0.1696	0.2185	0.3813	0.395	0.2103
SMARCB1	na	18.5228	19.2956	17.683	16.9675	15.6095	16.3979
PCBP3	na	3.3365	2.849	3.4641	2.3742	2.6151	2.2737
MCM3AP	na	17.2946	17.6606	17.1923	15.9329	16.6336	14.8437
PCNT	na	9.5841	10.1297	9.8846	8.8666	8.9288	8.1868
AGPAT3	na	5.6792	4.2477	7.1371	6.2359	6.5184	6.4839
COL18A1	na	9.5349	6.7072	15.3006	5.384	6.9197	5.6987
SLC19A1	na	18.3187	19.0893	17.4579	15.478	12.3074	13.9738
RTCB	na	117.6571	106.4148	109.8908	97.7138	94.8498	90.425
PWP1	na	26.0234	25.3971	24.4371	24.1881	21.6945	21.5508
FBXO7	na	15.8771	12.7849	15.9797	10.7973	13.0777	10.37
STAT6	na	38.3446	39.7957	38.0617	40.1644	44.3884	42.2759
STK11	na	43.2259	47.547	44.9426	41.6498	39.0426	41.0568
ATP5F1D	na	242.2253	225.3994	217.5402	220.5017	210.3232	231.462
RANBP2	na	12.6631	12.3584	14.0384	14.9258	17.5055	14.148
BTBD2	na	21.18	17.9868	20.4463	19.2132	22.2822	19.0567
CSNK1G2	na	124.3108	119.7313	127.355	116.6141	112.9066	115.5232
ABHD17A	na	90.0291	89.7463	87.8137	80.6367	70.9891	81.1736
MOB3A	na	61.6953	51.1219	59.8504	59.1762	60.9555	55.7516
MAN1A1	na	12.4403	8.917	13.0812	16.1051	20.5171	16.8414
TFAM	na	12.3396	12.6767	13.3372	12.4807	11.5324	11.0909
PSAP	na	1020.6512	1199.0525	928.895	1917.0411	2131.078	2161.5554
UTP20	na	4.7023	6.1009	4.7818	4.677	3.3951	4.0094
SPIC	na	0.2714	0.3225	0.3113	16.3494	8.8971	18.8693
CNN2	na	105.9994	87.2206	111.9855	116.6225	124.449	119.1722
POLR2E	na	45.6142	45.4098	45.8597	41.1049	37.9377	39.7385
THOP1	na	23.885	25.5983	22.6718	20.7033	15.749	20.3032
APBA3	na	34.1834	31.758	32.3386	27.2678	30.0018	30.9002
MATK	na	22.3428	20.938	23.575	12.1519	12.2966	11.1879
PIAS4	na	8.1071	8.2768	7.8841	7.9443	7.7998	7.9011
SGTA	na	73.4661	73.7827	71.8847	73.3312	66.7716	72.6013
CSTB	na	233.2258	234.7089	206.3235	249.9486	225.7687	277.3366
PAN2	na	13.6069	15.4327	15.0424	12.8067	13.3133	12.4368
CS	na	135.3601	132.8119	126.5799	134.7147	127.2467	129.2604
NR2C1	na	4.009	4.4205	4.0074	4.4028	4.4035	3.9204
SUSD2	na	0.0884	0.1719	0.142	0.923	1.5018	1.2532
GGT5	na	4.0842	3.668	4.1798	4.6922	5.6289	4.6812
GGTLC2	na	0.4476	0.4692	0.4282	0.6089	0.6839	0.6374
PTBP1	na	160.3443	166.5299	158.8707	145.287	136.598	135.2503
CDK4	na	169.2551	176.1583	157.8026	147.3517	126.9714	136.2527
B4GALNT1	na	161.5496	166.5707	154.7793	123.841	114.051	116.7559
METTL1	na	14.1045	17.2952	14.0659	12.0191	9.2602	10.3427
TSPAN31	na	94.8123	91.1178	89.6149	89.9037	93.3276	90.3717
ELK3	na	27.4283	25.5591	25.6243	25.142	27.6324	25.0625
DERL3	na	0.5796	0.7658	0.6632	5.8335	6.6189	7.4904
GSTT4	na	0	0	0	0.1037	0.2271	0.2054
PTTG1IP	na	55.4978	47.2595	65.6238	50.7987	60.8042	53.7054
TRPM2	na	4.7797	4.4871	4.7146	3.8957	4.4727	4.0084
UBE2G2	na	38.5514	39.066	37.9771	41.3718	37.5598	40.6339
MCU	na	4.8787	4.4174	5.4978	3.511	3.7471	3.5015
OIT3	na	1.1859	1.2588	1.4471	1.1457	1.4724	1.1962
BCR	na	13.7733	12.8286	14.3649	9.9771	11.1484	8.8032
CDH23	na	0.3133	0.1957	0.4875	0.1687	0.231	0.1655
MED16	na	21.2009	21.0229	19.5955	18.6748	18.3123	18.0508
TMEM259	na	47.7887	51.7392	48.9726	47.9616	43.057	46.4024
ANKRD52	na	11.117	12.3992	11.4021	11.8585	12.0734	10.6463
CNKSR3	na	3.4878	2.8768	3.8593	5.9155	6.0962	6.5827
SASH1	na	2.2683	2.1093	2.077	4.6955	4.7639	5.1308
GADD45B	na	21.2482	24.1257	21.4558	28.78	33.4307	30.9635
HIVEP2	na	0.7721	0.7588	0.9653	1.0664	1.4779	1.3204
TAB2	na	32.2843	32.1722	35.6522	41.2494	44.9938	40.6568
PPIL4	na	6.852	7.4028	7.3991	7.2038	6.7424	7.0463
LTA4H	na	213.2655	205.3134	190.8084	143.8829	142.1166	138.1247
AMDHD1	na	0.1457	0.1294	0.1103	0.1387	0.089	0.0813
ERBB3	na	0.8279	0.8131	0.6743	1.0105	0.8691	0.7687
ARHGEF25	na	2.1431	1.4317	2.6448	1.5003	2.1831	1.7168
ARID3A	na	10.1098	10.9912	9.7771	8.9678	10.1386	9.708
RMND1	na	3.2247	3.4552	3.5592	3.0725	3.0166	3.0122
ESR1	na	0.8888	0.8367	0.9398	0.7645	0.8872	0.752
FBXO5	na	22.0259	22.4324	20.7908	19.9826	15.9989	17.7644
MTRF1L	na	2.8341	3.1691	3.0199	2.4458	2.7498	2.5031
HDAC2	na	20.7614	20.5593	21.5063	21.7633	20.8738	19.922
RWDD1	na	16.6531	19.3226	17.2407	18.9469	15.5418	18.8136
STXBP5	na	11.187	11.1008	12.7973	9.9346	11.1327	10.5497
HINT3	na	7.5194	7.7902	10.0104	10.4729	11.1312	10.8438
TRMT11	na	4.4413	4.7795	4.9557	5.2804	4.6289	4.5705
KATNA1	na	18.4118	19.0558	19.0303	19.6747	19.1701	19.8321
PCMT1	na	18.6407	18.0388	20.303	17.3279	17.1949	17.6854
LRP11	na	0.2898	0.2916	0.4399	0.5259	0.4316	0.6771
C6orf203	na	10.2969	10.0143	9.8327	10.5193	10.2722	11.9355
SEC63	na	11.5302	12.4574	12.068	12.7261	12.7333	12.3073
SNX3	na	148.6464	146.6846	146.8659	154.8934	151.9118	159.4317
AIG1	na	2.2543	2.1161	2.0283	1.8097	1.9425	1.9023
ADAT2	na	10.0779	8.5639	9.4532	7.78	9.1087	8.375
PEX3	na	4.2963	4.1733	4.0709	4.2424	4.4423	4.2511
FUCA2	na	10.5017	11.7261	10.8178	9.6485	10.5661	9.8622
CEP57L1	na	9.2859	8.7566	9.1076	8.9572	10.3051	7.3767
LTV1	na	32.1511	31.7164	31.3482	32.781	26.4159	28.9455
CD164	na	65.0672	64.1379	67.5416	81.1722	88.7545	85.2384
UTRN	na	2.8138	2.5752	3.1723	3.0013	4.1158	3.1214
SMPD2	na	5.2033	5.9993	5.2454	5.3732	5.6791	5.5497
MICAL1	na	25.6791	24.5239	26.4593	21.3265	21.1851	21.0696
ZBTB24	na	7.9328	8.2719	7.7785	7.712	8.7353	7.856
WASF1	na	0.1707	0.144	0.0985	0.0878	0.0674	0.1157
GTF3C6	na	35.2223	41.0052	35.2972	33.0284	27.822	33.2962
SLC16A10	na	6.565	6.8765	6.4955	7.2142	6.6463	6.8558
REV3L	na	1.6295	1.6658	1.842	1.7156	1.9961	1.4823
TRAF3IP2	na	2.42	1.5574	2.2374	3.3683	4.7662	3.5523
FYN	na	9.9949	9.5067	10.9911	12.0239	11.933	11.5583
TUBE1	na	5.6773	5.6247	4.8167	4.2848	4.9763	4.3149
PREP	na	53.6184	55.8247	52.2052	55.8145	48.8555	50.7815
TNFAIP3	na	3.3471	3.0618	3.6033	7.0039	8.1652	7.0773
PERP	na	30.5542	23.7709	35.3862	20.0526	21.1605	16.9208
ARFGEF3	na	8.6069	7.7381	9.2614	10.1945	11.34	9.6754
TSPYL4	na	0.8814	0.8718	0.9481	0.7011	0.7652	0.7655
ZUP1	na	4.1062	4.1716	5.1246	5.6879	6.6881	6.2486
NCOA7	na	2.5909	2.7822	3.204	3.7423	4.1962	4.1745
IL22RA2	na	0.4027	0.2603	0.3401	0.1388	0.1575	0.1467
ZC3H10	na	7.7855	7.4886	7.5433	6.743	7.364	6.8675
MYL6B	na	67.9241	54.8905	62.0649	46.6062	45.0956	46.9186
NHSL1	na	0.1596	0.1657	0.1286	0.1239	0.1917	0.1415
HECA	na	6.566	5.7988	6.0841	6.365	7.6346	6.6042
TXLNB	na	0.1099	0.0912	0.1122	0.1926	0.254	0.2381
CITED2	na	96.9746	91.7807	102.6293	90.8174	104.2737	98.1493
COQ10A	na	7.2439	7.9474	7.574	6.822	7.4598	6.9243
ZC3H12D	na	1.0794	1.6317	1.1262	4.2378	5.4434	5.8918
TIMELESS	na	14.5271	16.2618	14.2011	12.5952	10.9408	11.4634
GINM1	na	11.65	11.8918	11.4405	11.9797	11.2893	12.3232
GNAZ	na	4.688	3.1369	7.9165	2.3511	2.7887	2.0267
LATS1	na	3.9082	4.5617	4.5366	4.4339	4.6403	4.6686
STAT2	na	11.6744	12.3505	13.0417	18.7284	22.7972	22.1565
NUP43	na	11.6615	13.0783	11.0073	10.938	8.9292	9.9325
RBMS2	na	9.4031	7.7826	8.9312	9.6485	10.927	10.5
BAZ2A	na	16.0159	15.4542	16.6883	17.604	20.1061	16.6397
NEMP1	na	4.3987	4.4069	4.0045	3.3919	4.2458	3.3814
LRP1	na	8.6267	11.5193	7.6629	11.9816	11.4582	13.0878
NXPH4	na	0.3109	0.2828	0.3553	0.2815	0.2107	0.1974
STAC3	na	0.3032	0.3068	0.2181	0.3064	0.3952	0.3362
ARHGAP9	na	54.8666	58.3723	48.6506	50.2585	47.3979	49.3134
MARS	na	63.9025	65.4151	61.2628	52.9377	43.7134	46.9256
DTX3	na	49.9473	52.6234	56.1	45.0055	46.3054	43.4013
OS9	na	78.1354	71.8942	79.1845	70.6893	74.5559	71.6576
MARCH9	na	1.6147	1.5918	1.4368	1.6224	2.5571	1.8811
TSFM	na	13.1061	13.4496	11.8782	11.6964	8.7316	9.9201
PLEKHG1	na	0.7514	0.9225	0.7792	0.6608	0.6132	0.6872
MTHFD1L	na	33.4602	34.8711	31.4603	28.8227	28.1252	27.2738
MIER2	na	8.1213	8.2714	7.986	8.6504	7.9188	8.4916
ADAMTSL5	na	1.4776	1.0373	1.9974	1.4524	2.2516	1.5833
GLS2	na	0.3407	0.4574	0.2902	0.4248	0.2572	0.5011
S1PR4	na	28.7672	24.6625	27.3966	20.6448	19.9671	18.6588
ASCC1	na	41.0877	33.4061	37.2484	35.6005	40.0619	35.311
ZBTB39	na	2.3546	2.6391	2.4939	2.2868	2.5357	1.9966
SCML4	na	0.213	0.1657	0.2623	0.3125	0.4199	0.3112
CIRBP	na	19.7331	22.3155	21.7251	17.8448	16.6914	17.477
CRADD	na	6.518	6.4721	7.5197	7.1194	7.6509	7.2467
PAM16	na	10.9705	11.8482	12.9239	11.1696	10.7449	11.0528
CALHM6	na	3.5526	4.1149	3.7718	5.1646	5.1293	5.2828
C12orf29	na	2.3022	2.122	2.0498	2.1928	2.8301	2.2567
SLC39A3	na	4.1691	4.2818	4.4228	4.3693	4.4223	4.5048
CKAP4	na	54.7308	49.5363	46.5158	45.7727	43.7368	43.6503
MYCT1	na	16.5932	11.9685	23.7115	19.5457	26.2421	20.8207
TET1	na	0.6332	0.5626	0.7317	0.4366	0.7283	0.5132
REXO1	na	23.2521	27.5808	25.0214	24.0584	19.8415	21.7923
TSPYL1	na	18.2321	16.8786	17.6568	20.3338	23.5756	21.7385
APOF	na	0.1072	0.2074	0.1199	0.1222	0.2207	0.2178
FBXO30	na	3.5227	3.2248	3.5044	3.4066	3.8577	3.2199
MSL3	na	4.9148	3.9774	3.977	3.996	5.7298	4.6573
UST	na	0.1255	0.1164	0.0617	2.4174	2.071	2.7179
GNG7	na	0.7425	0.7209	0.7901	0.8055	1.084	0.8108
LEMD3	na	2.9331	2.923	3.0069	3.0096	3.4012	2.679
MEX3D	na	6.3524	5.7845	5.9729	6.3786	7.0798	6.6427
CCDC6	na	7.5706	8.2296	8.0356	7.3606	7.5332	7.2721
FOXO3	na	13.0184	11.81	13.7313	12.6067	16.842	12.8002
MTERF2	na	2.5941	2.469	2.8678	2.5172	2.6366	2.5588
CHCHD10	na	26.1897	31.7466	25.3751	20.7588	19.2107	23.1201
ZNF280B	na	3.3308	3.7797	3.6393	3.576	4.0772	3.6164
SUOX	na	3.9049	3.1217	4.4471	2.6339	3.786	3.1386
BPIFC	na	14.008	8.3688	11.0715	4.186	4.6434	3.4689
SLC35D3	na	5.5717	4.1388	8.2416	5.1099	7.3463	5.1327
GJA1	na	5.478	5.2619	5.1841	13.9205	12.9313	16.2538
ADGB	na	0.5992	0.5129	0.602	1.1211	0.9613	1.1078
LINGO3	na	0.1517	0.127	0.1011	0.1245	0.14	0.1445
MSRB3	na	1.8506	1.3207	1.9108	3.9269	4.4403	3.6776
SPRYD4	na	10.968	10.9488	9.5528	9.8767	8.5874	9.0697
FAM229B	na	0.6284	0.5623	0.4423	0.74	0.7219	0.6793
PLPP2	na	22.867	20.0321	20.3044	20.5708	20.5551	21.345
TBC1D30	na	0.1122	0.116	0.1133	0.1424	0.1325	0.1185
RAP1B	na	148.0432	129.5922	200.3631	209.4481	207.2706	222.5739
NUP107	na	24.2771	26.8239	23.6771	24.0597	21.1773	21.7642
RAET1E	na	0.2907	0.4414	0.2731	0.3131	0.2387	0.3212
C12orf66	na	4.1561	4.2611	4.6198	4.7596	4.0182	3.9375
NT5DC3	na	13.6582	12.1158	15.1102	14.5038	14.2229	13.8627
TTC25	na	0.1574	0.1647	0.1404	0.1245	0.1487	0.1097
EZH1	na	6.1634	5.9024	6.5738	7.1445	9.5479	7.1581
P3H4	na	0.769	0.3934	0.8413	0.5014	0.6849	0.8672
RAD51C	na	1.6675	1.4935	1.5323	1.3437	1.3268	1.4045
CCT4	na	84.4588	83.9709	84.4376	81.9739	81.1679	77.5147
TRAPPC2	na	16.2995	15.8872	16.3261	14.2621	13.8347	15.0603
HNRNPH1	na	52.2427	67.0273	59.4681	51.3822	39.6139	50.2157
HDAC5	na	13.5008	12.9356	14.7156	11.9156	14.2082	13.0093
NF2	na	11.774	13.1278	12.2932	11.707	11.0311	11.0521
ZMAT5	na	24.6955	23.6965	22.0252	21.5335	19.7836	22.7049
EWSR1	na	64.5661	69.1972	64.5018	62.1248	55.2119	57.8572
AP1B1	na	25.1848	23.5899	26.7816	30.0956	32.7778	31.4734
CCL8	na	0.7874	0.5845	0.7764	0.1153	0.3136	1.1194
MPO	na	2804.3618	2574.7722	2361.85	766.9209	607.2075	637.7931
SNAP47	na	10.7166	9.1676	10.4134	10.6398	10.2187	11.194
KIF19	na	0.5591	0.5153	0.8617	0.7767	0.7512	0.8451
ALDH3A2	na	5.397	6.3505	6.0814	6.2034	6.0467	6.0184
TNFRSF13B	na	22.7745	23.2996	21.7737	26.1586	28.9908	25.522
KIAA0100	na	30.4584	30.7684	33.2129	33.2221	32.9083	32.9549
TEX14	na	0.1273	0.1342	0.1541	0.2496	0.3381	0.2879
IFI35	na	24.7506	25.0046	24.2461	31.0083	25.6793	30.3696
RDM1	na	15.4944	10.3887	13.8051	12.7474	15.2072	12.6664
GOSR1	na	9.4518	9.9925	9.7509	9.6258	10.8846	9.7391
METTL16	na	2.3121	2.909	2.4964	2.3232	1.7151	2.1181
THG1L	na	6.5484	8.2324	6.6017	6.4726	4.6434	5.4972
GIT1	na	26.0391	25.923	26.9084	28.6824	24.9456	25.5793
B4GALNT2	na	0.1113	0.1208	0.085	0.2359	0.2568	0.3026
SH3BP5L	na	4.9882	5.1321	4.5567	3.9385	3.7066	3.7056
TVP23C-CDRT4	na	12.625	11.5103	12.8322	12.8385	14.627	13.3558
DNAJC7	na	26.8055	30.9401	27.8203	26.2203	23.1023	24.2717
ZSWIM7	na	11.3997	14.6441	11.5438	14.4456	12.2553	13.231
PIGL	na	7.6075	6.2429	6.9409	6.704	7.5634	6.97
UBE2Z	na	21.39	24.0969	23.9872	23.798	24.2742	24.9818
SLC25A11	na	84.3163	77.9086	83.4625	84.2893	84.6788	88.1774
CHRNE	na	0.1292	0.1679	0.1136	0.0848	0.1523	0.1653
NAT9	na	21.9639	18.359	21.4812	18.8446	22.0543	20.6581
SQSTM1	na	128.1967	131.4169	127.7838	156.2094	143.1112	153.4004
PRPSAP1	na	21.8779	23.949	19.9073	20.3366	19.5947	19.4102
H3F3C	na	191.5134	199.3567	194.4929	186.4787	187.7667	192.8495
KCTD2	na	11.6161	11.7367	12.7653	10.5232	11.2356	10.7929
ETAA1	na	11.9239	12.1481	11.6838	9.5376	9.1466	9.2486
COA3	na	68.262	73.5836	67.582	58.6509	56.2866	61.9912
ZPBP2	na	0.3281	0.3762	0.668	0.29	0.308	0.2289
MED24	na	18.0246	18.8286	18.6976	16.481	15.8778	15.074
PSMD3	na	58.988	59.0398	55.8577	53.7399	48.0165	50.7762
GLOD4	na	22.0734	21.7397	21.3274	21.8972	21.9451	19.9943
VPS53	na	13.3183	13.9466	13.5088	12.6897	12.1827	12.925
TAOK1	na	2.714	2.8066	3.0562	3.1051	3.1432	3.0987
CD300LG	na	1.4915	2.1185	1.0806	1.6086	1.6782	1.9668
MPP2	na	0.8734	0.5267	1.17	0.7202	1.3232	1.0499
NLK	na	5.2967	4.8664	6.5619	4.8381	5.2881	4.35
TRAF4	na	6.7802	6.5243	5.3485	6.3992	5.6507	6.4631
ALDOC	na	70.5467	54.1422	75.2482	78.0038	98.2552	80.6972
STAC2	na	2.444	1.6553	2.0295	1.9288	2.1738	2.0479
NEK8	na	2.2663	2.0952	2.2321	1.8004	1.7026	1.5309
PLXDC1	na	0.3266	0.2473	0.4021	0.2193	0.2452	0.38
ZNF207	na	38.9391	43.3985	41.4662	37.8259	31.0632	33.7764
PSMD11	na	11.352	11.6937	12.0308	11.4148	11.3473	10.8287
TIMP2	na	4.2814	3.8571	4.6354	3.1605	3.0945	3.5277
IGFBP4	na	230.2004	225.0715	201.7338	208.1279	190.3705	184.4743
CDC6	na	9.7074	11.1148	9.0238	8.9361	7.1636	7.8401
SUZ12	na	16.5418	14.7702	16.3968	16.2305	17.525	15.1295
ATAD5	na	3.5005	3.8811	3.9738	3.397	3.2953	3.0699
CRLF3	na	22.7308	20.9696	22.9575	26.3677	26.6107	24.9713
TNS4	na	0.1658	0.2171	0.16	0.1754	0.1248	0.1428
TNFAIP1	na	5.7696	6.38	5.2484	8.9316	8.0486	8.7806
ABR	na	11.0522	12.7094	10.475	12.6691	12.9923	13.0251
RAB11FIP4	na	0.7568	0.801	0.6586	0.4922	0.5063	0.5153
WSB1	na	36.5619	38.7494	39.9284	44.8634	47.7869	45.9252
RHOT1	na	5.6757	6.3488	6.0947	6.4465	6.7573	6.2661
RHBDL3	na	0.1466	0.1193	0.2341	0.137	0.2197	0.1095
PGS1	na	21.6439	23.6516	22.3916	24.0859	21.7764	23.1898
BIRC5	na	35.8781	44.3141	35.8662	31.808	26.0042	31.2229
AFMID	na	2.055	2.075	2.1224	2.3822	2.5088	2.2056
ETV4	na	5.0204	6.4793	5.5638	3.1334	2.2452	2.9391
GHDC	na	4.4581	4.2318	4.2327	5.3915	5.5244	6.1622
MYO1C	na	18.3241	19.8294	19.9334	23.4189	23.4108	23.6442
CRK	na	10.555	11.4025	11.5946	13.6573	13.105	13.7006
PITPNA	na	59.9861	69.2234	61.14	71.0773	65.1603	72.7225
MLX	na	34.0068	34.7887	31.9007	27.6669	24.9526	26.4408
RETREG3	na	15.2843	16.4891	17.0552	17.7725	18.5476	18.1964
DHX58	na	9.059	7.5459	8.7711	17.9801	22.3844	21.1873
HSPB9	na	0.324	0.1545	0.1819	0.1421	0.0884	0.3152
NKIRAS2	na	32.6911	31.7185	32.5976	34.9678	33.5416	33.1462
RAC3	na	1.542	1.4209	1.415	1.6533	1.6669	1.7554
INTS2	na	2.2993	2.7022	2.5603	2.4415	2.3407	2.2197
MED1	na	6.3	7.8404	6.693	6.3302	6.514	6.0062
STARD3	na	14.6659	15.6972	14.2106	16.2788	13.9	15.8824
IKZF3	na	0.2481	0.2012	0.3021	0.1178	0.1664	0.1439
VMP1	na	29.6791	33.8391	33.2712	45.911	45.2273	44.6097
PMP22	na	0.8914	0.4395	0.7441	0.15	0.1431	0.2756
GDF9	na	0.2398	0.1814	0.1953	0.3793	0.2306	0.3039
ZCCHC10	na	8.0466	8.4898	7.4203	6.8971	7.3374	7.6465
PSMB6	na	99.1784	106.6165	90.799	94.6681	81.6638	95.1902
SPAG7	na	75.9219	72.4222	75.4417	71.1812	69.5557	68.9652
PFN1	na	437.5135	531.712	491.2008	495.266	413.7003	520.3132
KSR1	na	6.8274	6.4096	7.1076	7.6846	9.9837	8.0716
GPX3	na	14.4921	14.8014	11.8405	19.6296	21.3559	24.0861
ANXA6	na	66.9375	54.8935	63.1888	104.8334	118.78	116.3779
ZNF18	na	10.0783	10.1099	10.0085	8.9204	9.524	9.361
KPNA2	na	8.4809	10.2809	9.1454	10.037	8.49	9.3391
SMURF2	na	5.6391	5.3604	6.1806	5.1305	5.6896	4.9409
CEP95	na	3.4299	3.6298	3.4197	3.1056	3.5976	3.1606
VEZF1	na	19.0013	15.5648	21.2813	17.1647	18.5529	15.7241
CUEDC1	na	6.1994	5.8377	9.2365	5.117	5.1074	4.8306
SRSF1	na	45.9665	49.2867	50.8202	46.9873	38.4127	44.0017
ABI3	na	14.5778	13.6725	13.0924	16.4584	19.8015	19.8543
SHROOM1	na	0.168	0.1814	0.1761	0.1257	0.1524	0.1383
KIF3A	na	3.4729	2.9369	3.2845	4.0888	4.6407	4.1342
SEPT8	na	4.3735	3.7044	5.2937	7.134	7.5459	7.6832
MTMR4	na	5.454	5.272	5.7961	5.2115	5.5999	5.0404
MRM1	na	7.1393	6.6939	6.9901	5.7338	6.1985	5.7161
KANSL1	na	12.3503	12.1207	13.2822	12.9542	13.7204	12.0588
GID4	na	9.267	9.3238	9.6142	6.9131	7.862	7.0845
DHX40	na	10.6824	9.9016	10.6893	11.7267	13.0478	11.1573
YPEL2	na	1.8092	1.2353	1.7148	0.9664	1.5533	1.1572
AKAP1	na	9.5216	9.964	9.8003	11.159	9.5871	9.4762
NOL11	na	9.3653	10.8106	9.9514	10.3704	8.454	8.9583
DERL2	na	4.017	4.778	4.6798	4.7827	4.5776	4.94
C1QBP	na	103.3461	113.0443	95.7975	92.673	76.3526	85.7558
RPAIN	na	9.2958	10.4723	8.942	8.4773	8.6665	8.1493
KCNAB3	na	0.4205	0.47	0.6229	0.5198	0.7207	0.5971
CHD3	na	26.7852	26.3824	27.5778	26.8427	28.4309	25.7403
KDM6B	na	9.5627	8.9102	8.6087	9.7675	14.2462	11.0887
APPBP2	na	6.8867	7.2516	7.4793	7.645	7.7872	7.6399
ADORA2B	na	6.2578	7.6671	7.6341	6.3002	4.6773	6.4493
NCOR1	na	19.498	16.9899	20.577	18.7236	21.5823	17.4607
TRPV2	na	22.0973	22.5894	21.4535	24.1612	22.0363	23.4394
CENPV	na	34.5984	34.3133	32.0939	32.2367	29.4365	30.3302
PCGF2	na	9.1515	9.1804	9.2154	7.6788	6.4955	7.5389
CWC25	na	4.3846	3.7859	4.3167	4.0214	4.3092	4.5062
PIP4K2B	na	17.686	16.8467	18.2441	19.7067	19.3234	18.7085
TRIM37	na	9.9166	10.9729	10.5565	9.8463	9.0072	8.8631
YBX2	na	0.2724	0.2516	0.3266	0.4183	0.3262	0.2859
CTDNEP1	na	70.3584	74.2283	67.9322	66.1567	66.0385	67.5406
ELP5	na	26.4119	28.6403	26.4597	25.0452	20.1915	22.8441
GABARAP	na	175.6438	189.2688	190.4964	205.9541	225.4766	229.9075
PHF23	na	21.526	25.0749	22.8125	24.4297	21.4022	23.4606
ACADVL	na	25.2562	23.5531	25.5641	21.159	22.0851	20.3993
G3BP1	na	41.5705	44.8573	41.4505	39.219	33.1219	34.8485
ATOX1	na	156.3183	172.9581	154.8092	176.736	159.4087	197.7344
SPARC	na	0.1346	0.0518	0.0589	0.1575	0.1096	0.1244
MIEF2	na	4.2758	4.7409	4.9649	4.6243	4.6964	4.9803
DUSP14	na	0.1555	0.2433	0.3994	0.0907	0.2144	0.0916
TADA2A	na	5.9727	7.2404	6.4806	6.5091	5.0326	6.1232
IKZF1	na	34.3772	34.4112	35.3189	37.2736	37.0004	36.0629
TRAPPC12	na	20.098	18.2633	19.944	19.1417	19.45	17.8863
ADI1	na	40.7037	39.1807	39.8134	34.1804	36.1215	30.9665
RNASEH1	na	21.3906	24.2103	20.4882	20.9728	17.5429	19.6534
UBXN2A	na	8.1632	8.0345	8.9275	7.8518	8.8698	7.8909
FKBP1B	na	6.4367	7.8289	7.8458	9.3397	8.9782	9.628
CMPK2	na	2.4744	2.7297	2.5187	4.7687	5.612	5.5164
PFN4	na	0.1023	0.2112	0.3752	0.1511	0.2187	0.1707
ITSN2	na	10.9695	11.9526	11.9989	12.2277	15.0825	12.3887
RSAD2	na	1.4006	1.6662	1.6662	6.3683	9.5148	8.2124
RNF144A	na	7.7178	6.5245	7.9606	9.6746	12.1569	10.2053
ID2	na	34.4566	35.8225	30.6102	38.9778	46.5484	51.5789
MBOAT2	na	1.9043	1.6119	1.78	3.4208	4.1197	3.2147
NCOA1	na	3.1694	2.6375	3.2717	3.3747	3.6839	3.2694
DUS4L	na	5.4555	5.8142	6.2769	6.2784	5.489	4.7469
RRM2	na	48.9813	66.4493	49.2991	45.5157	34.2315	41.4789
BCAP29	na	28.2056	26.0084	28.7448	27.4731	26.7884	29.8749
CENPO	na	4.8031	5.0591	4.627	3.8981	3.7754	3.6491
KLF11	na	2.3155	2.5622	2.2276	2.6228	2.3293	2.361
ADCY3	na	1.0962	1.1566	1.018	1.3456	1.0661	1.1749
GRHL1	na	0.2631	0.2919	0.2644	0.3536	0.3148	0.364
DNAJC27	na	4.1736	4.3091	4.5453	4.4858	3.7671	3.9972
EFR3B	na	0.3892	0.396	0.2947	0.4513	0.3895	0.3911
CBLL1	na	11.3041	9.9662	11.0149	12.2155	13.1841	11.6523
POMC	na	1.0845	1.1264	1.1819	0.7901	0.446	0.8716
DNMT3A	na	4.1699	4.0368	4.4149	4.5845	4.9387	4.485
DLD	na	41.1347	40.6881	41.1868	40.1939	35.5876	36.0379
KIF3C	na	2.204	1.6072	2.587	3.8464	3.498	3.612
SH3YL1	na	0.7163	0.599	0.6852	0.4728	0.5459	0.6122
RAB10	na	33.6026	29.8093	35.4055	41.754	43.4052	40.1473
KLHL28	na	1.6249	1.6693	1.701	1.9635	2.3162	2.0148
FKBP3	na	84.455	93.4186	85.5575	94.8315	88.2735	90.6617
SCFD1	na	20.8918	22.9842	21.3767	23.9523	23.6025	23.3683
STRN3	na	8.901	7.9572	9.1478	9.8564	10.5369	10.0262
AP4S1	na	8.9537	12.1042	9.2206	7.7376	6.1804	7.4362
DTD2	na	6.6073	6.9871	6.9388	6.8226	7.2144	6.3941
STON2	na	1.4623	0.9635	1.554	1.0532	1.662	1.2762
GTF2A1	na	3.4343	3.5755	4.0372	3.8056	3.8716	3.6915
